lh_bankssts,lh_caudalanteriorcingulate,lh_caudalmiddlefrontal,lh_cuneus,lh_entorhinal,lh_fusiform,lh_inferiorparietal,lh_inferiortemporal,lh_isthmuscingulate,lh_lateraloccipital,lh_lateralorbitofrontal,lh_lingual,lh_medialorbitofrontal,lh_middletemporal,lh_parahippocampal,lh_paracentral,lh_parsopercularis,lh_parsorbitalis,lh_parstriangularis,lh_pericalcarine,lh_postcentral,lh_posteriorcingulate,lh_precentral,lh_precuneus,lh_rostralanteriorcingulate,lh_rostralmiddlefrontal,lh_superiorfrontal,lh_superiorparietal,lh_superiortemporal,lh_supramarginal,lh_frontalpole,lh_temporalpole,lh_transversetemporal,lh_insula,rh_bankssts,rh_caudalanteriorcingulate,rh_caudalmiddlefrontal,rh_cuneus,rh_entorhinal,rh_fusiform,rh_inferiorparietal,rh_inferiortemporal,rh_isthmuscingulate,rh_lateraloccipital,rh_lateralorbitofrontal,rh_lingual,rh_medialorbitofrontal,rh_middletemporal,rh_parahippocampal,rh_paracentral,rh_parsopercularis,rh_parsorbitalis,rh_parstriangularis,rh_pericalcarine,rh_postcentral,rh_posteriorcingulate,rh_precentral,rh_precuneus,rh_rostralanteriorcingulate,rh_rostralmiddlefrontal,rh_superiorfrontal,rh_superiorparietal,rh_superiortemporal,rh_supramarginal,rh_frontalpole,rh_temporalpole,rh_transversetemporal,rh_insula
0.0,0.10378678143029531,0.17610726032878785,0.10588400395833869,0.07398428716822666,0.1657771955768315,0.21639952866052223,0.15415647559805945,0.10059045423611397,0.12298493802318525,0.16310711461718497,0.13933167084836962,0.12793053103828253,0.14917783502041088,0.13976323208329314,0.15300429345002156,0.1681821638890056,0.09629469757909774,0.14988510130043364,0.11948943643954589,0.11200875205860945,0.12402203822285672,0.17046026956648794,0.19452657397145695,0.10976876755295847,0.16362298870391107,0.14667647893788854,0.15133616499204872,0.195024581500114,0.1710434686671631,0.06515233329194832,0.06718319635229211,0.16253361589104873,0.15854700172350236,0.1747705723970699,0.10066240883512133,0.17868270959954585,0.09314681196832153,0.08227333933850858,0.16902851801276683,0.19068712166292223,0.14411186276651067,0.10002667446978417,0.10488724073682676,0.14335041177530813,0.13779334642762986,0.11871427149038674,0.16252669521146146,0.11636440736322747,0.13070754977408217,0.19152463035978703,0.09307612617654222,0.150250165785165,0.1185890536818773,0.11480596098860388,0.11166823101639842,0.18331548869870384,0.18350595769541755,0.12216254419352968,0.17907985333175902,0.15064247672665432,0.13619275914719892,0.17985562568811989,0.18508410615269658,0.05922026866899651,0.075528800326979,0.14024978175828745,0.15061315347769377
0.10378678143029531,0.0,0.13244070738724117,0.11294619424071993,0.10187626112334702,0.14730098947729345,0.13180779014868277,0.15819862431694875,0.2200291627523986,0.12496219293609105,0.17469329830915606,0.14518202393592122,0.16364676808373044,0.14119593004140987,0.1407661390378637,0.14106052174720865,0.13752122848127565,0.10444649328343697,0.12219716649789938,0.10298258311882601,0.11689491499231311,0.28407884620825746,0.13502926809393795,0.16646959220374968,0.199102785196253,0.14956931553988723,0.1440000651081712,0.11553592775253062,0.13561126754890862,0.1377686171037389,0.06958673621880013,0.07641406513407649,0.13035095593659038,0.13486752497671803,0.11591337336851139,0.2752828140725977,0.1176557558628831,0.10696952438202041,0.12108559208603059,0.17616493226463947,0.14345085465794452,0.15896201967639556,0.21932627141240765,0.11737573021004305,0.18342927193304914,0.15743855533735515,0.16525797485556848,0.14844605546253306,0.1538649905817561,0.13103449407565793,0.14030436385029865,0.11055561990484176,0.12167038671018984,0.11687809499685534,0.11522253488181211,0.2561510635401831,0.11605470509902437,0.1578717415807487,0.2047456867947946,0.13547007904299058,0.15654754617448505,0.10900142297547628,0.1332153261119259,0.13125689017000014,0.06357671559362063,0.08128880391319013,0.13341264057150837,0.1272819478132561
0.17610726032878785,0.13244070738724117,0.0,0.1874560600139487,0.11538743856383674,0.2034209471983221,0.3171060203297067,0.23269386698115344,0.153461920454167,0.2603385859901463,0.21079801338409448,0.24025535938287865,0.1826808335863311,0.2099443258224486,0.17595181402387858,0.21362601248252025,0.24113190422097597,0.18574731727637783,0.2618021801054984,0.18530589566890537,0.20183150778167544,0.1499989739016574,0.3128101494691041,0.2973816701358766,0.11242172017497874,0.31534665398813344,0.25848254807680443,0.33156143702421753,0.22213940270695356,0.268161777533443,0.10383826753524227,0.08661820451086748,0.14602504871372735,0.13576289943389863,0.1537636032442927,0.13601970426474977,0.29723936207734236,0.18831413354129473,0.13792466708149217,0.200599627733437,0.3170434334702534,0.20783427403423102,0.1524012190238152,0.24288806150087786,0.21056068696063276,0.24552090515771868,0.19989952045424983,0.22217632775032425,0.15023706405663992,0.2038720500519737,0.23083491975731338,0.14072810351297194,0.26891514228199226,0.1967282238420814,0.2036760448238337,0.1436465469023354,0.24873560651906879,0.2928358783052865,0.122582188462848,0.3288496426376872,0.28469781921460136,0.290847969748252,0.2025398568498314,0.2904839675833494,0.09529068705225015,0.10131056544104058,0.12821479872151648,0.12751010451866554
0.10588400395833869,0.11294619424071993,0.1874560600139487,0.0,0.1360626461289395,0.13351387261820558,0.18175171977457405,0.18715357812035335,0.1409452235358373,0.3332649524390563,0.1878742323757394,0.23210081842338975,0.1945332322402647,0.14628336593663369,0.1267885731521018,0.18296376073292886,0.15289328466291238,0.14541525661964988,0.16423356355223415,0.15491884055160077,0.20433101433933143,0.11533932568895915,0.17834752805244303,0.17509153690815657,0.09611048047379023,0.20695253414177067,0.1722000164117514,0.24074990572250118,0.13261352055011472,0.16030437582372098,0.10402469961812019,0.08706456861425281,0.12103029270091556,0.09823757444374887,0.09623331385285734,0.10749224688362868,0.1672561193241204,0.29695956817556435,0.15070906547424076,0.145575365370965,0.18508968823384148,0.1540685200059487,0.1365354411447329,0.28999463370960715,0.16771855670360586,0.24878871686865117,0.20769258761474615,0.14847562529818845,0.11501695286034512,0.16251141445174436,0.15317940379480197,0.12359563997439633,0.18094735579071772,0.19110943086127755,0.20377448463911513,0.10209696815139062,0.14771521889811665,0.18065594244941782,0.10410443724443734,0.1882353328315703,0.19914542340937505,0.22109402125950714,0.1332078257501069,0.18795269971927656,0.10933197132047547,0.11861800567322205,0.10559822878359601,0.08836769903317052
0.07398428716822666,0.10187626112334702,0.11538743856383674,0.1360626461289395,0.0,0.1268307117165687,0.13774404906163337,0.1773658949125386,0.10910114153761957,0.14237268635161196,0.13862080684350525,0.1529254559753775,0.16566699871699525,0.18442613250705217,0.11659104090262316,0.14846971776491769,0.12334925347162308,0.18306330617506514,0.14690393096020338,0.07558220410243048,0.12112476692887325,0.09244425123829317,0.1442724719374787,0.12736350648259356,0.10977198885155737,0.1436862040519386,0.16612937337648617,0.12219641537820503,0.131714902698837,0.1303701616479641,0.14568949690106822,0.15750658862249647,0.08041432833709038,0.07776006977101313,0.08144297322942476,0.09711444152774339,0.12078444148961888,0.13732335163675088,0.2590944616828695,0.11921438308898426,0.14649206173242976,0.16803328053585845,0.12299261820572219,0.1305858992475977,0.16201611259338627,0.13978042740933652,0.18286267377536083,0.16746637752949387,0.14698578325732353,0.14037078396697306,0.11542828039610169,0.20545551140195983,0.15515486661291653,0.0844917720816777,0.12083514118673995,0.09436191822803607,0.12718453165506635,0.12916333776038813,0.10053370394614002,0.13597290973172912,0.183614147764938,0.1125089322127807,0.13921395444813522,0.1384854549560365,0.12381695902326856,0.13811515358879706,0.08754781664328386,0.07436429755319159
0.1657771955768315,0.14730098947729345,0.2034209471983221,0.13351387261820558,0.1268307117165687,0.0,0.27197844490089945,0.2904414387756783,0.13231779892423767,0.16266458997389907,0.25309482619587104,0.20668485026138778,0.21902729933372866,0.26813698452294626,0.21012050273855862,0.19674911252047622,0.2464371189757551,0.15777954461573196,0.18789480999096825,0.11811555008409662,0.13591544924420032,0.1601097892442386,0.24102585308334773,0.2713874677025786,0.17273266872406107,0.2873746154530637,0.2713232513917483,0.18132827695871342,0.2629739916187623,0.22813473872782544,0.0960839412938457,0.10699560796154405,0.15952552322791466,0.1360631729830873,0.14481985805230368,0.15235648112964206,0.206104310901899,0.12355318465406914,0.14120745163015674,0.3007484433448953,0.2747203944552954,0.2960328992381814,0.13693963354554112,0.15011406849903536,0.27496520019910764,0.19185561121862313,0.22317688641529385,0.3070634776523785,0.1985300303513097,0.19131638467019355,0.24558507523692802,0.1570250724761587,0.19562276010123889,0.12799770472538652,0.1402260260516536,0.166106150442187,0.24062778813042907,0.25283656911370267,0.16571178499090572,0.28770705344961767,0.27221426138450316,0.15964900344068264,0.24892327729053862,0.24479555182096127,0.0875454153974083,0.11363910994111595,0.1542195013290878,0.1301600537859699
0.21639952866052223,0.13180779014868277,0.3171060203297067,0.18175171977457405,0.13774404906163337,0.27197844490089945,0.0,0.31494128934295423,0.1425257393887214,0.23517189450200954,0.25221243610626926,0.24457293415155376,0.21334699935899407,0.31685861777815744,0.19692395874751936,0.2504175406699642,0.3096020725480902,0.21597443001004266,0.3070761094352857,0.16305706597396594,0.1991233754837368,0.14866710743769723,0.37214449276344386,0.3519177697391151,0.130283986763033,0.3392807089769331,0.3366663816299951,0.3039314249912311,0.3281446107963856,0.3533074471402408,0.12501132694736744,0.10717665755844949,0.16129327012570757,0.14007584203340984,0.16820757487598678,0.13486119611760822,0.3395964926843703,0.16488313308682198,0.15370666157886365,0.25339172641283964,0.4001401645334422,0.2661496626880995,0.14044479321879025,0.20693191244339001,0.25607982613825764,0.24184482497458704,0.2280697884059082,0.3169236936582657,0.16806675547045022,0.24001354201746355,0.30600317267188576,0.1849795837507789,0.3108279635087109,0.16704188565267583,0.20106198406904202,0.14461379339572136,0.3459113676003935,0.32434647569544195,0.1359809027940102,0.39178550096367115,0.3562433111992295,0.26453293079898255,0.2950598298446434,0.3711538856641237,0.11006675454238396,0.12275886369606846,0.1543440034520528,0.13265815070519477
0.15415647559805945,0.15819862431694875,0.23269386698115344,0.18715357812035335,0.1773658949125386,0.2904414387756783,0.31494128934295423,0.0,0.15903788951858644,0.22519791827633498,0.30997500245383974,0.23802944550578095,0.28769647243938806,0.37141957986234675,0.22723936298514336,0.2492847025303605,0.2567808616278037,0.23663394423263495,0.2529730993283646,0.11910259923151714,0.16225364932756522,0.16253532022573297,0.2727397154665937,0.2921823330381282,0.17110665673446984,0.32709054283325856,0.32765889029293377,0.20688368069927138,0.2750948547037502,0.24385525146065093,0.12552725246381205,0.12132518038206357,0.15034223027215313,0.12847125913405336,0.14946706965987197,0.16843992133492125,0.230777042612036,0.16420762666709243,0.21953667669731003,0.30711965302286565,0.2947618144112891,0.3784317831517314,0.16365760498948137,0.19623908587976388,0.34095554185670546,0.2357878691325315,0.2935102054023381,0.3808453689833324,0.20231817427328427,0.21871819347169888,0.27839648838671494,0.23112669632528637,0.2653849415329793,0.1358534245298376,0.16370085671064866,0.16054309802267674,0.25176998120123106,0.2601473222576516,0.1679974664862147,0.3172947247062681,0.35650688168910427,0.18605788936953715,0.2814190929328598,0.2841480214032421,0.1032629251070145,0.13240592163430423,0.14610335771209076,0.12096374807243049
0.10059045423611397,0.2200291627523986,0.153461920454167,0.1409452235358373,0.10910114153761957,0.13231779892423767,0.1425257393887214,0.15903788951858644,0.0,0.1722247529192917,0.16562855350213898,0.17617336297617464,0.16099735854727745,0.14095648624172666,0.13948027425784187,0.14535287674909658,0.13595676397042258,0.11258140400633108,0.12805749935268587,0.12597892259406454,0.14718185994370386,0.2255639633091129,0.14993356620389328,0.16213583610557472,0.13968616398149683,0.16122733100044395,0.14327074767679007,0.1448013242831774,0.12643492097533682,0.13539880477264649,0.07631216860277422,0.07742774410766637,0.11438120739735146,0.12064176028962897,0.10126976516292296,0.20395009411484807,0.12849293393867742,0.13683127847054,0.1287874025032754,0.1501770294230933,0.15454998483957497,0.1590181842525996,0.28323828988497385,0.1526921124406868,0.175757417289647,0.1810946363394525,0.1619529504111403,0.14387746585513628,0.14097471651963614,0.13136429422405146,0.13468304207232734,0.1097425846501192,0.12422078256484506,0.15069381517658284,0.1478601534629133,0.22222302253906254,0.1192645284890299,0.16018431481212175,0.1601751591206635,0.13680168203897167,0.16095564450462682,0.13527258277940069,0.12275539479943612,0.14149704819453648,0.07128021162656435,0.08730653289419082,0.10869652657573195,0.11459722852249825
0.12298493802318525,0.12496219293609105,0.2603385859901463,0.3332649524390563,0.14237268635161196,0.16266458997389907,0.23517189450200954,0.22519791827633498,0.1722247529192917,0.0,0.19955994325377238,0.30023241722759764,0.20227997087547991,0.1758631802186783,0.14867267901150943,0.21032718274348033,0.17644437285737286,0.17421245653521833,0.190332651936786,0.21321333690844735,0.2831331585536454,0.13365463504647168,0.2601390024261164,0.21885295528729568,0.09811843905107709,0.27764539989264336,0.21980104723231242,0.3283100556617437,0.158577101884472,0.20052836310248334,0.10503967195669296,0.09118457540021234,0.11908696159363251,0.10313666454241589,0.10538408925738536,0.12881183093741894,0.2191101449593308,0.3485808483412596,0.1630942397610252,0.16989480250607064,0.2529580414344048,0.1837114790091452,0.16930494386991066,0.4187457349746866,0.192569366589048,0.32150088614427036,0.22856841653132126,0.17722742556370827,0.13441218944875807,0.20082609332784926,0.17612574682322113,0.13613070239761615,0.20672829629629402,0.25787790481023115,0.26715167384352284,0.12399779114278092,0.19110034690578492,0.23942532073125347,0.11214739311612851,0.2470168025248595,0.2536318867566538,0.3227785838416176,0.1538848666710665,0.23269762384299023,0.1056484651340831,0.11378864602389026,0.11231646975540041,0.09529480283061235
